"Mozilla/5.0 (Android 7.1.2; MI 5X; Flow) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/347.0.0.268 Mobile Safari/537.36",Chrome on Android
"Mozilla/5.0 (Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",Chrome on Android
"Mozilla/5.0 (Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",Chrome on Android
"Mozilla/5.0 (Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",Chrome on Android
"Mozilla/5.0 (Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",Chrome on Android
"Mozilla/5.0 (Android 10; Mobile; rv:113.0) Gecko/113.0 Firefox/113.0",Chrome on Android
"Mozilla/5.0 (Android 10; Tablet; rv:113.0) Gecko/113.0 Firefox/113.0",Chrome on Android
"Mozilla/5.0 (Android 10; Tablet; rv:115.0) Gecko/115.0 Firefox/115.0",Chrome on Android
"Mozilla/5.0 (Android 11.3; Mobile; rv:114.0esr) Gecko/114.0esr Firefox/114.0esr",Chrome on Android
"Mozilla/5.0 (Android 11; DT2002C; Build/RKQ1.201217.002) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.4280.141 Mobile Safari/537.36 Firefox-KiToBrowser/124.0",Chrome on Android
"Mozilla/5.0 (Android; Mobile; rv:114.0) Gecko/114.0 Firefox/114.0",Chrome on Android
"Mozilla/5.0 (Linux; Android 10; SM-T387V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6825.57 Mobile Safari/537.36",Chrome on Android
"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1 like Mac OS X) AppleWebKit/600.3.24 (KHTML, like Gecko) Version/13.4 Mobile/7I5I5R Safari/616.31",Safari on iOS
"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2 like Mac OS X) AppleWebKit/614.15 (KHTML, like Gecko) Version/10.3 Mobile/I24HSG Safari/614.15",Safari on iOS
"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2 like Mac OS X) AppleWebKit/623.32.10 (KHTML, like Gecko) Version/13.0 Mobile/XPHNZJ Safari/623.32.10",Safari on iOS
"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Snapchat/10.77.0.54 (like Safari/604.1)",Safari on iOS
"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Snapchat/10.77.5.59 (like Safari/604.1)",Safari on iOS
"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/622.12 (KHTML, like Gecko) Version/12.6.74 Mobile/NG2LMK Safari/622.12",Safari on iOS
"Mozilla/5.0 (iPhone; CPU iPhone OS 14_1 like Mac OS X) AppleWebKit/621.4 (KHTML, like Gecko) Version/11.2.36 Mobile/A1OJBK Safari/621.4",Safari on iOS
"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/616.19.10 (KHTML, like Gecko) Version/10.7 Mobile/WQVP74 Safari/616.19.10",Safari on iOS
"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) Version/10.2.87 Mobile/RZCXDP Safari/621.18.1",Safari on iOS
"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/619.6 (KHTML, like Gecko) Version/12.0 Mobile/KF8U5D Safari/619.6",Safari on iOS
"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/YCOK83 Safari/620.17.4",Safari on iOS
"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/YUIGOG Safari/619.33",Safari on iOS
